time(s),joint1,joint2,joint3,joint4,joint5,joint6,joint7,wheel_joint_left,wheel_joint_right
22.546,-1.72189e-07,-5.99415e-06,-3.12726e-06,1.17613e-05,1.75689e-06,1.23191e-08,5.14796e-09,5.6436e-06,7.83782e-06
22.566,-1.52275e-07,8.74784e-06,-3.3101e-06,1.09958e-05,1.66505e-06,1.1611e-08,4.81449e-09,5.64857e-06,7.8449e-06
22.586,-1.79042e-07,7.98052e-06,-3.30604e-06,1.24797e-05,1.88478e-06,1.31037e-08,5.33945e-09,5.65387e-06,7.85203e-06
22.606,-1.7772e-07,7.84852e-06,-3.28791e-06,1.24414e-05,1.8731e-06,1.30651e-08,5.30455e-09,5.65887e-06,7.85924e-06
22.626,-1.7255e-07,-6.00175e-06,-3.13376e-06,1.17753e-05,1.76079e-06,1.23349e-08,5.15577e-09,5.66406e-06,7.86618e-06
22.646,1.57628e-07,8.43401e-06,-3.28374e-06,1.09508e-05,-1.40022e-06,1.15588e-08,5.15179e-09,5.66899e-06,7.87334e-06
22.666,1.56441e-07,8.46508e-06,-3.39396e-06,1.16325e-05,-1.39042e-06,1.22249e-08,5.207e-09,5.67423e-06,7.88048e-06
22.686,1.60225e-07,7.33934e-06,-3.43708e-06,1.24093e-05,-1.58198e-06,1.30565e-08,5.55959e-09,5.67953e-06,7.88774e-06
22.706,-1.96322e-07,-6.0269e-06,-3.10075e-06,1.15703e-05,-1.60562e-06,1.21254e-08,5.08995e-09,5.68455e-06,7.89455e-06
22.726,-1.98133e-07,-6.00447e-06,-3.14611e-06,1.17387e-05,-1.60145e-06,1.22974e-08,5.14641e-09,5.68981e-06,7.90156e-06
22.746,1.84485e-07,-6.44637e-06,-3.88637e-06,1.33154e-05,-1.43932e-06,1.40441e-08,5.77723e-09,5.69515e-06,7.90906e-06
22.766,-2.1728e-07,-6.65486e-06,-3.4871e-06,1.28699e-05,-1.56194e-06,1.35119e-08,5.57026e-09,5.70015e-06,7.916e-06
22.786,-1.89677e-07,-6.63888e-06,-3.43443e-06,1.24143e-05,-1.58061e-06,1.30511e-08,5.5244e-09,5.70536e-06,7.92312e-06
22.806,-1.51381e-07,8.68759e-06,-3.16298e-06,1.01383e-05,1.93634e-06,1.07533e-08,4.72089e-09,5.71026e-06,7.93004e-06
22.826,-1.56697e-07,-6.2236e-06,-3.34952e-06,1.08603e-05,1.68535e-06,1.15313e-08,4.88892e-09,5.71531e-06,7.93729e-06
22.846,-1.52709e-07,8.85341e-06,-3.31785e-06,1.10439e-05,1.67382e-06,1.16567e-08,4.84494e-09,5.72056e-06,7.94428e-06
22.866,1.58167e-07,8.44351e-06,-3.30621e-06,1.11007e-05,-1.40976e-06,1.16986e-08,-3.82583e-09,5.72592e-06,7.95145e-06
22.886,1.55482e-07,-6.15118e-06,-3.37841e-06,1.10753e-05,-1.33818e-06,1.17324e-08,-3.64227e-09,5.73099e-06,7.9586e-06
22.906,-1.96983e-07,-6.04614e-06,-3.11552e-06,1.15697e-05,-1.60648e-06,1.21324e-08,-3.54566e-09,5.73617e-06,7.96562e-06
22.926,-2.27171e-07,8.36418e-06,-3.2764e-06,1.10362e-05,2.13421e-06,1.16442e-08,-3.79464e-09,5.74114e-06,7.97282e-06
22.946,-1.90413e-07,7.28613e-06,-3.44729e-06,1.24066e-05,-1.5861e-06,1.30488e-08,5.53425e-09,5.74651e-06,7.98015e-06
22.966,-1.84539e-07,6.98897e-06,-3.69877e-06,1.32013e-05,-1.42466e-06,1.38553e-08,5.76225e-09,5.75182e-06,7.98745e-06
22.986,1.51696e-07,-6.36937e-06,-3.26858e-06,1.15237e-05,2.09563e-06,1.20691e-08,5.13895e-09,5.75673e-06,7.99418e-06
23.006,1.52832e-07,7.83398e-06,-3.25868e-06,1.24768e-05,1.86797e-06,1.31004e-08,5.32039e-09,5.7618e-06,8.00144e-06
23.026,-1.52403e-07,8.74871e-06,-3.29807e-06,1.09571e-05,1.66459e-06,1.15734e-08,4.81498e-09,5.76666e-06,8.00842e-06
23.046,-1.71921e-07,-6.04944e-06,-3.13005e-06,1.16871e-05,1.74501e-06,1.22523e-08,5.12422e-09,5.77192e-06,8.01551e-06
23.066,-1.70862e-07,-5.97169e-06,-3.10624e-06,1.16958e-05,1.74343e-06,1.22499e-08,5.11387e-09,5.77712e-06,8.02246e-06
23.086,-1.52258e-07,8.74697e-06,-3.30975e-06,1.09947e-05,1.6649e-06,1.16096e-08,4.814e-09,5.78211e-06,8.02955e-06
23.106,-1.56724e-07,-6.22432e-06,-3.35024e-06,1.08703e-05,1.68599e-06,1.15391e-08,4.89125e-09,5.78712e-06,8.03676e-06
23.126,-1.70029e-07,-6.01499e-06,-3.09629e-06,1.16046e-05,1.72444e-06,1.21623e-08,5.08096e-09,5.79237e-06,8.04383e-06
23.146,-1.71617e-07,-5.97979e-06,-3.11683e-06,1.17316e-05,1.7503e-06,1.22865e-08,5.13383e-09,5.79758e-06,8.05079e-06
23.166,-1.7073e-07,-5.96706e-06,-3.10324e-06,1.16935e-05,1.74192e-06,1.22464e-08,5.11198e-09,5.80279e-06,8.05774e-06
23.186,-1.56445e-07,-6.202e-06,-3.34182e-06,1.08914e-05,1.68705e-06,1.15526e-08,4.89426e-09,5.80775e-06,8.06482e-06
23.206,-1.56736e-07,-6.22489e-06,-3.34996e-06,1.08669e-05,1.68589e-06,1.15362e-08,4.89115e-09,5.81276e-06,8.07202e-06
23.226,-1.52708e-07,8.85345e-06,-3.31784e-06,1.1044e-05,1.67382e-06,1.16568e-08,4.84492e-09,5.81802e-06,8.07901e-06
23.246,-1.70328e-07,-6.0237e-06,-3.10388e-06,1.16234e-05,1.72924e-06,1.21832e-08,5.08747e-09,5.82326e-06,8.08608e-06
23.266,-1.70315e-07,-5.95344e-06,-3.09439e-06,1.16796e-05,1.73651e-06,1.22292e-08,5.10442e-09,5.82847e-06,8.09303e-06
23.286,-1.56464e-07,-6.2026e-06,-3.34174e-06,1.08953e-05,1.68737e-06,1.1555e-08,4.89554e-09,5.83344e-06,8.1001e-06
23.306,-1.52697e-07,8.85315e-06,-3.3177e-06,1.10446e-05,1.6738e-06,1.16572e-08,4.84479e-09,5.83869e-06,8.10709e-06
23.326,-1.52773e-07,8.85033e-06,-3.32372e-06,1.10933e-05,1.6814e-06,1.17037e-08,4.87101e-09,5.84394e-06,8.11409e-06
23.346,-1.86018e-07,-8.36513e-06,-3.77562e-06,1.38365e-05,2.20114e-06,1.4437e-08,-4.40669e-09,5.84963e-06,8.12151e-06
23.366,1.51566e-07,-6.36469e-06,-3.26682e-06,1.15233e-05,-1.38435e-06,1.20676e-08,-3.73696e-09,5.85455e-06,8.12823e-06
23.386,1.52604e-07,8.75712e-06,-3.30865e-06,1.0999e-05,-1.32382e-06,1.16143e-08,-3.59909e-09,5.85958e-06,8.13537e-06
23.406,1.52971e-07,8.85865e-06,-3.31614e-06,1.10798e-05,-1.33116e-06,1.16909e-08,-3.61843e-09,5.8648e-06,8.14233e-06
23.426,1.57681e-07,-8.28214e-06,-3.81167e-06,1.38468e-05,1.36955e-06,1.44549e-08,-3.64328e-09,5.87048e-06,8.14975e-06
23.446,1.56066e-07,-6.3835e-06,-3.39361e-06,1.16473e-05,-1.38402e-06,1.22415e-08,-3.75511e-09,5.87541e-06,8.15657e-06
23.466,1.5637e-07,-6.41052e-06,-3.39521e-06,1.16407e-05,-1.38952e-06,1.22331e-08,-3.76851e-09,5.88063e-06,8.16368e-06
23.486,1.55082e-07,-6.2336e-06,-3.36602e-06,1.11098e-05,-1.33548e-06,1.17449e-08,-3.63646e-09,5.88572e-06,8.1708e-06
23.506,-1.96762e-07,-6.04152e-06,-3.11225e-06,1.15633e-05,-1.6063e-06,1.2125e-08,-3.54357e-09,5.8909e-06,8.17781e-06
23.526,-1.96152e-07,-5.96826e-06,-3.11676e-06,1.16704e-05,-1.60362e-06,1.22218e-08,-3.54488e-09,5.89614e-06,8.18479e-06
23.546,-2.28311e-07,8.38708e-06,-3.29289e-06,1.11401e-05,2.15842e-06,1.17462e-08,-3.82273e-09,5.90112e-06,8.192e-06
23.566,-2.15056e-07,-6.16129e-06,-3.34633e-06,1.11255e-05,2.02315e-06,1.17841e-08,-3.62689e-09,5.90613e-06,8.19911e-06
23.586,-1.52684e-07,8.853e-06,-3.31867e-06,1.10586e-05,1.67495e-06,1.1671e-08,-3.61511e-09,5.91135e-06,8.20607e-06
23.606,-1.52796e-07,8.85056e-06,-3.32458e-06,1.10997e-05,1.6825e-06,1.17098e-08,-3.62624e-09,5.91661e-06,8.21307e-06
23.626,-1.52984e-07,8.85246e-06,-3.33113e-06,1.11474e-05,1.69092e-06,1.17559e-08,-3.63901e-09,5.92186e-06,8.22008e-06
23.646,-1.70843e-07,-6.02632e-06,-3.11094e-06,1.16468e-05,1.73385e-06,1.22064e-08,-3.54024e-09,5.92711e-06,8.22715e-06
23.666,-1.70659e-07,-5.96487e-06,-3.10182e-06,1.16904e-05,1.7409e-06,1.22428e-08,-3.54505e-09,5.93231e-06,8.2341e-06
23.686,-1.70321e-07,-5.95342e-06,-3.09442e-06,1.1681e-05,1.73673e-06,1.22305e-08,-3.54226e-09,5.93752e-06,8.24105e-06
23.706,-1.70891e-07,-5.96391e-06,-3.10404e-06,1.17041e-05,1.74259e-06,1.22557e-08,-3.54709e-09,5.94273e-06,8.24799e-06
23.726,-1.72336e-07,-5.99498e-06,-3.12954e-06,1.17602e-05,1.75818e-06,1.23182e-08,-3.55961e-09,5.94794e-06,8.25496e-06
23.746,-1.7378e-07,-6.02598e-06,-3.15507e-06,1.18146e-05,1.77371e-06,1.23792e-08,-3.57184e-09,5.95315e-06,8.26194e-06
23.766,-1.70802e-07,-5.96123e-06,-3.10309e-06,1.16935e-05,1.74107e-06,1.22452e-08,-3.54447e-09,5.95834e-06,8.26887e-06
23.786,-1.72338e-07,-5.99498e-06,-3.12958e-06,1.17601e-05,1.75819e-06,1.23182e-08,-3.55958e-09,5.96356e-06,8.27584e-06
23.806,-1.56369e-07,-6.19937e-06,-3.34168e-06,1.08755e-05,1.68566e-06,1.1541e-08,-3.68224e-09,5.9685e-06,8.28291e-06
23.826,-1.78783e-07,7.9583e-06,-3.29861e-06,1.24628e-05,1.88143e-06,1.30857e-08,-3.62934e-09,5.97379e-06,8.29003e-06
23.846,-1.5244e-07,8.75598e-06,-3.31411e-06,1.10094e-05,1.66667e-06,1.16259e-08,-3.59931e-09,5.97875e-06,8.2971e-06
23.866,-1.52678e-07,8.84922e-06,-3.32045e-06,1.10694e-05,1.67721e-06,1.16806e-08,-3.61814e-09,5.98401e-06,8.3041e-06
23.886,-1.52864e-07,8.85118e-06,-3.32698e-06,1.11172e-05,1.68559e-06,1.17268e-08,-3.63092e-09,5.98926e-06,8.3111e-06
23.906,-1.53056e-07,8.85323e-06,-3.33359e-06,1.11652e-05,1.69408e-06,1.17731e-08,-3.64378e-09,5.99452e-06,8.31812e-06
23.926,-1.53254e-07,8.85538e-06,-3.34027e-06,1.12135e-05,1.70269e-06,1.18198e-08,-3.65672e-09,5.99977e-06,8.32516e-06
23.946,-1.53458e-07,8.85763e-06,-3.34703e-06,1.12621e-05,1.71143e-06,1.18668e-08,-3.66975e-09,6.00503e-06,8.33221e-06
23.966,-1.70874e-07,-6.02682e-06,-3.11118e-06,1.16497e-05,1.73454e-06,1.22089e-08,-3.54099e-09,6.01027e-06,8.33927e-06
23.986,-1.72714e-07,-6.00318e-06,-3.1363e-06,1.17733e-05,1.7621e-06,1.23332e-08,-3.56274e-09,6.01549e-06,8.34624e-06
24.006,-1.74169e-07,-6.03435e-06,-3.16194e-06,1.18292e-05,1.7779e-06,1.23956e-08,-3.57515e-09,6.0207e-06,8.35323e-06
24.026,-1.71209e-07,-5.98307e-06,-3.1137e-06,1.17063e-05,1.74793e-06,1.22632e-08,-3.54933e-09,6.02589e-06,8.36018e-06
24.046,-1.56447e-07,-6.2021e-06,-3.34184e-06,1.08911e-05,1.68705e-06,1.15523e-08,-3.68652e-09,6.03086e-06,8.36725e-06
24.066,-1.52696e-07,8.85312e-06,-3.3177e-06,1.10446e-05,1.67379e-06,1.16572e-08,-3.61478e-09,6.03611e-06,8.37423e-06
24.086,-1.52773e-07,8.85033e-06,-3.32373e-06,1.10934e-05,1.68141e-06,1.17037e-08,-3.62462e-09,6.04136e-06,8.38123e-06
24.106,-1.52959e-07,8.85219e-06,-3.33028e-06,1.11411e-05,1.68982e-06,1.17499e-08,-3.63734e-09,6.04662e-06,8.38825e-06
24.126,-1.53154e-07,8.85429e-06,-3.33692e-06,1.11893e-05,1.69837e-06,1.17964e-08,-3.65024e-09,6.05187e-06,8.39527e-06
24.146,-1.53355e-07,8.85649e-06,-3.34364e-06,1.12378e-05,1.70704e-06,1.18432e-08,-3.66323e-09,6.05713e-06,8.40232e-06
24.166,-1.53562e-07,8.8588e-06,-3.35045e-06,1.12866e-05,1.71584e-06,1.18904e-08,-3.6763e-09,6.06239e-06,8.40937e-06
24.186,1.53775e-07,8.8612e-06,-3.35733e-06,1.13357e-05,1.72477e-06,1.19379e-08,-3.68947e-09,6.06764e-06,8.41644e-06
24.206,1.54779e-07,8.87323e-06,-3.35933e-06,1.13893e-05,1.73551e-06,1.199e-08,-3.7015e-09,6.07286e-06,8.42348e-06
24.226,1.55086e-07,8.87586e-06,-3.36637e-06,1.14395e-05,1.74473e-06,1.20385e-08,-3.71485e-09,6.07808e-06,8.43054e-06
24.246,1.55401e-07,8.87858e-06,-3.37353e-06,1.14897e-05,1.75407e-06,1.20871e-08,-3.7283e-09,6.0833e-06,8.43761e-06
24.266,1.55723e-07,8.88141e-06,-3.38077e-06,1.15403e-05,1.76354e-06,1.21359e-08,-3.74185e-09,6.08851e-06,8.44469e-06
24.286,1.56051e-07,8.4592e-06,-3.38809e-06,1.15912e-05,1.77315e-06,1.21852e-08,-3.7555e-09,6.09373e-06,8.45179e-06
24.306,1.56387e-07,8.46463e-06,-3.3955e-06,1.16425e-05,1.7829e-06,1.22348e-08,-3.76923e-09,6.09895e-06,8.45891e-06
24.326,1.51417e-07,8.32444e-06,-3.2574e-06,1.14468e-05,1.71944e-06,1.19904e-08,-3.73495e-09,6.10416e-06,8.46592e-06
24.346,1.52598e-07,8.75656e-06,-3.30846e-06,1.09977e-05,1.66821e-06,1.16129e-08,-3.59902e-09,6.10921e-06,8.47306e-06
24.366,1.52971e-07,8.85864e-06,-3.31613e-06,1.10797e-05,1.6799e-06,1.16909e-08,-3.61841e-09,6.11442e-06,8.48002e-06
24.386,1.5324e-07,8.86084e-06,-3.32276e-06,1.11281e-05,1.68836e-06,1.17376e-08,-3.63131e-09,6.11964e-06,8.48699e-06
24.406,1.53512e-07,8.86294e-06,-3.32939e-06,1.11761e-05,1.69688e-06,1.17839e-08,-3.6442e-09,6.12485e-06,8.49397e-06
24.426,1.53791e-07,8.86513e-06,-3.33611e-06,1.12244e-05,1.70552e-06,1.18306e-08,-3.65717e-09,6.13007e-06,8.50097e-06
24.446,1.56833e-07,-8.17681e-06,-3.79356e-06,1.37712e-05,2.16907e-06,1.43821e-08,-3.62361e-09,6.13572e-06,8.50841e-06
24.466,1.55126e-07,8.88786e-06,-3.37261e-06,1.15026e-05,-1.36866e-06,1.21016e-08,-3.71572e-09,6.14064e-06,8.51517e-06
24.486,1.55421e-07,8.87901e-06,-3.37406e-06,1.14938e-05,-1.37417e-06,1.2091e-08,-3.72911e-09,6.14585e-06,8.52224e-06
24.506,1.55741e-07,8.88158e-06,-3.38119e-06,1.15432e-05,-1.37945e-06,1.21388e-08,-3.74264e-09,6.15107e-06,8.52933e-06
24.526,1.5607e-07,8.45951e-06,-3.38852e-06,1.15942e-05,-1.38476e-06,1.2188e-08,-3.75628e-09,6.15629e-06,8.53643e-06
24.546,1.56406e-07,8.46494e-06,-3.39593e-06,1.16455e-05,-1.39011e-06,1.22376e-08,-3.77003e-09,6.16151e-06,8.54354e-06
24.566,1.51483e-07,8.32922e-06,-3.25907e-06,1.14519e-05,-1.38461e-06,1.19958e-08,-3.73613e-09,6.16672e-06,8.55056e-06
24.586,1.526e-07,8.75663e-06,-3.30848e-06,1.09977e-05,-1.3238e-06,1.1613e-08,-3.59904e-09,6.17176e-06,8.5577e-06
24.606,-2.16495e-07,-6.23862e-06,-3.30948e-06,1.0858e-05,2.0301e-06,1.15301e-08,-3.66894e-09,6.17666e-06,8.56481e-06
24.626,-1.52709e-07,8.85433e-06,-3.31743e-06,1.10486e-05,1.67408e-06,1.16614e-08,-3.61495e-09,6.18189e-06,8.57177e-06
24.646,-1.52774e-07,8.85037e-06,-3.32373e-06,1.10935e-05,1.68142e-06,1.17038e-08,-3.62464e-09,6.18715e-06,8.57877e-06
24.666,-1.52959e-07,8.85219e-06,-3.33028e-06,1.11411e-05,1.68982e-06,1.17499e-08,-3.63734e-09,6.1924e-06,8.58579e-06
24.686,-1.53154e-07,8.85429e-06,-3.33692e-06,1.11893e-05,1.69837e-06,1.17964e-08,-3.65024e-09,6.19766e-06,8.59282e-06
24.706,-1.71316e-07,-6.05607e-06,-3.12362e-06,1.16632e-05,1.74239e-06,1.22297e-08,-3.54699e-09,6.2029e-06,8.59991e-06
24.726,-1.77516e-07,7.83958e-06,-3.28326e-06,1.2422e-05,1.87065e-06,1.30439e-08,-3.60062e-09,6.20793e-06,8.60714e-06
24.746,-1.70775e-07,-5.96855e-06,-3.10398e-06,1.17037e-05,1.7425e-06,1.22567e-08,-3.54766e-09,6.21311e-06,8.61406e-06
24.766,-1.56468e-07,-6.20279e-06,-3.3418e-06,1.08953e-05,1.6874e-06,1.15551e-08,-3.68773e-09,6.21808e-06,8.62114e-06
24.786,-1.52697e-07,8.85316e-06,-3.3177e-06,1.10446e-05,1.6738e-06,1.16573e-08,-3.61479e-09,6.22333e-06,8.62812e-06
24.806,-1.52773e-07,8.85033e-06,-3.32372e-06,1.10933e-05,1.68141e-06,1.17037e-08,-3.62461e-09,6.22859e-06,8.63512e-06
24.826,-1.52959e-07,8.85219e-06,-3.33027e-06,1.11411e-05,1.68981e-06,1.17498e-08,-3.63733e-09,6.23384e-06,8.64214e-06
24.846,-1.53154e-07,8.85429e-06,-3.33691e-06,1.11892e-05,1.69836e-06,1.17963e-08,-3.65022e-09,6.2391e-06,8.64916e-06
24.866,-1.70854e-07,-6.0265e-06,-3.11103e-06,1.16479e-05,1.7341e-06,1.22073e-08,-3.54051e-09,6.24435e-06,8.65623e-06
24.886,-1.52254e-07,8.74658e-06,-3.3097e-06,1.09935e-05,1.66479e-06,1.16086e-08,-3.59472e-09,6.24933e-06,8.66332e-06
24.906,-1.52672e-07,8.84893e-06,-3.32035e-06,1.10691e-05,1.67715e-06,1.16803e-08,-3.61797e-09,6.25458e-06,8.67031e-06
24.926,-1.73426e-07,-6.08111e-06,-3.15647e-06,1.17485e-05,1.76159e-06,1.23202e-08,-3.56325e-09,6.25984e-06,8.67743e-06
24.946,-1.7526e-07,-6.05794e-06,-3.18126e-06,1.18691e-05,1.78953e-06,1.24406e-08,-3.5844e-09,6.26506e-06,8.68442e-06
24.966,-1.77613e-07,7.84398e-06,-3.28474e-06,1.24279e-05,1.87172e-06,1.3051e-08,-3.60225e-09,6.27003e-06,8.69162e-06
24.986,-1.72554e-07,-6.00177e-06,-3.13383e-06,1.17754e-05,1.76084e-06,1.2335e-08,-3.56299e-09,6.27522e-06,8.69856e-06
25.006,-1.73826e-07,-6.02705e-06,-3.15586e-06,1.18164e-05,1.77421e-06,1.23812e-08,-3.57231e-09,6.28044e-06,8.70554e-06
25.026,1.55922e-07,8.42429e-06,-3.27687e-06,1.08544e-05,-1.39317e-06,1.14633e-08,-3.78479e-09,6.28537e-06,8.7127e-06
25.046,1.56117e-07,8.45962e-06,-3.38682e-06,1.15826e-05,-1.3853e-06,1.21767e-08,-3.75761e-09,6.29061e-06,8.71982e-06
25.066,1.56407e-07,8.46496e-06,-3.39589e-06,1.16452e-05,-1.39012e-06,1.22374e-08,-3.77004e-09,6.29583e-06,8.72694e-06
25.086,1.5148e-07,8.32904e-06,-3.259e-06,1.14517e-05,-1.3846e-06,1.19956e-08,-3.73609e-09,6.30105e-06,8.73395e-06
25.106,1.526e-07,8.75663e-06,-3.30848e-06,1.09977e-05,-1.3238e-06,1.1613e-08,-3.59903e-09,6.30609e-06,8.7411e-06
25.126,1.57866e-07,8.43633e-06,-3.31248e-06,1.10689e-05,-1.40457e-06,1.16678e-08,-3.8121e-09,6.31148e-06,8.7483e-06
25.146,1.60123e-07,7.32879e-06,-3.43177e-06,1.23899e-05,-1.58337e-06,1.30361e-08,-3.73549e-09,6.31682e-06,8.75559e-06
25.166,-1.54889e-07,1.01291e-05,-4.14284e-06,1.34171e-05,-1.35502e-06,1.40742e-08,3.52936e-09,6.32251e-06,8.76334e-06
25.186,1.50206e-07,-6.43353e-06,-3.23033e-06,1.25507e-05,-1.31836e-06,1.31324e-08,5.28481e-09,6.32737e-06,8.76995e-06
25.206,-1.52315e-07,8.74522e-06,-3.29729e-06,1.09571e-05,1.66415e-06,1.15726e-08,4.81282e-09,6.33224e-06,8.77693e-06
25.226,-1.52674e-07,8.84895e-06,-3.32019e-06,1.10686e-05,1.67714e-06,1.16798e-08,4.85617e-09,6.3375e-06,8.78392e-06
25.246,-1.56702e-07,-6.22341e-06,-3.35008e-06,1.08705e-05,1.68589e-06,1.15391e-08,4.89092e-09,6.34251e-06,8.79113e-06
25.266,-1.52708e-07,8.85343e-06,-3.31785e-06,1.1044e-05,1.67382e-06,1.16568e-08,4.84492e-09,6.34777e-06,8.79811e-06
25.286,-1.79495e-07,8.01134e-06,-3.31472e-06,1.24971e-05,1.88932e-06,1.31231e-08,5.34972e-09,6.35307e-06,8.80525e-06
25.306,-1.52445e-07,8.75626e-06,-3.31428e-06,1.10098e-05,1.6667e-06,1.16266e-08,4.81956e-09,6.35801e-06,8.81232e-06
25.326,-1.56705e-07,-6.2239e-06,-3.35054e-06,1.08651e-05,1.68562e-06,1.15362e-08,4.88963e-09,6.36301e-06,8.81953e-06
25.346,-1.56757e-07,-6.22589e-06,-3.35048e-06,1.08658e-05,1.68596e-06,1.1536e-08,4.89128e-09,6.36803e-06,8.82674e-06
25.366,-1.56762e-07,-6.22598e-06,-3.35037e-06,1.08675e-05,1.68608e-06,1.1537e-08,4.8918e-09,6.37304e-06,8.83395e-06
25.386,-1.70916e-07,-6.03066e-06,-3.11122e-06,1.16404e-05,1.73352e-06,1.22014e-08,5.10132e-09,6.37829e-06,8.84102e-06
25.406,-1.56467e-07,-6.20277e-06,-3.3417e-06,1.08922e-05,1.68717e-06,1.15523e-08,4.89499e-09,6.38327e-06,8.8481e-06
25.426,-1.52697e-07,8.85316e-06,-3.3177e-06,1.10446e-05,1.67379e-06,1.16572e-08,4.84479e-09,6.38852e-06,8.85508e-06
25.446,-1.79496e-07,8.01137e-06,-3.31473e-06,1.24972e-05,1.88933e-06,1.31231e-08,5.34973e-09,6.39382e-06,8.86222e-06
25.466,-1.70414e-07,-5.95693e-06,-3.09702e-06,1.16854e-05,1.73753e-06,1.22363e-08,5.10644e-09,6.39899e-06,8.86913e-06
25.486,1.58648e-07,8.46238e-06,-3.30447e-06,1.10812e-05,-1.41396e-06,1.16874e-08,5.22454e-09,6.40393e-06,8.87632e-06
25.506,1.50995e-07,7.49302e-06,-3.13395e-06,1.1765e-05,-1.32959e-06,1.23459e-08,5.17286e-09,6.40915e-06,8.88345e-06
25.526,-1.97443e-07,-5.99284e-06,-3.13448e-06,1.17217e-05,-1.60314e-06,1.22779e-08,5.13483e-09,6.41434e-06,8.89039e-06
25.546,-1.52253e-07,8.74016e-06,-3.29454e-06,1.0937e-05,1.6629e-06,1.15521e-08,4.80979e-09,6.41926e-06,8.89742e-06
25.566,-1.7192e-07,-6.04934e-06,-3.13005e-06,1.16869e-05,1.74498e-06,1.22521e-08,5.12413e-09,6.42451e-06,8.90452e-06
25.586,-1.70863e-07,-5.97171e-06,-3.10626e-06,1.16958e-05,1.74344e-06,1.22499e-08,5.11387e-09,6.42971e-06,8.91147e-06
25.606,-1.71638e-07,-5.98021e-06,-3.11709e-06,1.17336e-05,1.7507e-06,1.22885e-08,5.13456e-09,6.43492e-06,8.91843e-06
25.626,1.58617e-07,8.46141e-06,-3.30406e-06,1.10805e-05,-1.41371e-06,1.16863e-08,5.22389e-09,6.43987e-06,8.9256e-06
25.646,1.46323e-07,-5.86697e-06,-3.12592e-06,1.19978e-05,-1.29212e-06,1.25502e-08,5.11675e-09,6.44517e-06,8.93264e-06
25.666,1.52368e-07,8.75104e-06,-3.30611e-06,1.1003e-05,1.66632e-06,1.16181e-08,4.81045e-09,6.45011e-06,8.93969e-06
25.686,1.53578e-07,7.95537e-06,-3.27611e-06,1.25455e-05,1.88129e-06,1.31702e-08,5.35532e-09,6.45536e-06,8.94677e-06
25.706,-1.9638e-07,-5.97349e-06,-3.11995e-06,1.16916e-05,1.75142e-06,1.22443e-08,5.11499e-09,6.46053e-06,8.95368e-06
25.726,-1.5224e-07,8.7395e-06,-3.29432e-06,1.09364e-05,1.66265e-06,1.15514e-08,4.80944e-09,6.46546e-06,8.96071e-06
25.746,-1.52672e-07,8.84881e-06,-3.32013e-06,1.10683e-05,1.67712e-06,1.16795e-08,4.85613e-09,6.47071e-06,8.96771e-06
25.766,-1.52864e-07,8.85117e-06,-3.32698e-06,1.11172e-05,1.68559e-06,1.17268e-08,4.88552e-09,6.47597e-06,8.97472e-06
25.786,-1.53056e-07,8.85323e-06,-3.33359e-06,1.11652e-05,1.69408e-06,1.17731e-08,4.91489e-09,6.48123e-06,8.98174e-06
25.806,-1.53254e-07,8.85538e-06,-3.34027e-06,1.12135e-05,1.70269e-06,1.18198e-08,4.94454e-09,6.48648e-06,8.98877e-06
25.826,-1.53458e-07,8.85763e-06,-3.34703e-06,1.12621e-05,1.71143e-06,1.18668e-08,4.97448e-09,6.49174e-06,8.99582e-06
25.846,-1.53668e-07,8.85998e-06,-3.35388e-06,1.13111e-05,1.72029e-06,1.19142e-08,5.0047e-09,6.49699e-06,9.00288e-06
25.866,1.54626e-07,8.87132e-06,-3.35589e-06,1.13594e-05,1.73068e-06,1.1961e-08,5.03279e-09,6.50223e-06,9.00993e-06
25.886,-1.96335e-07,-6.03278e-06,-3.10537e-06,1.15553e-05,1.7347e-06,1.21135e-08,5.08565e-09,6.50741e-06,9.01693e-06
25.906,-1.98354e-07,-6.00858e-06,-3.14951e-06,1.17454e-05,1.7687e-06,1.2305e-08,5.1504e-09,6.51267e-06,9.02394e-06
25.926,-2.0007e-07,-6.03963e-06,-3.17541e-06,1.18021e-05,1.78467e-06,1.23683e-08,5.18232e-09,6.51792e-06,9.03097e-06
25.946,-2.01787e-07,-6.07094e-06,-3.20118e-06,1.18569e-05,1.80051e-06,1.24298e-08,5.21391e-09,6.52317e-06,9.038e-06
25.966,-2.03518e-07,-6.10259e-06,-3.22713e-06,1.19121e-05,1.81654e-06,1.24916e-08,5.24573e-09,6.52843e-06,9.04505e-06
25.986,-1.88057e-07,-8.44866e-06,-3.79019e-06,1.38395e-05,2.21708e-06,1.44489e-08,-4.38796e-09,6.53374e-06,9.0525e-06
26.006,1.56707e-07,-6.43473e-06,-3.40753e-06,1.17534e-05,-1.39423e-06,1.23444e-08,-3.78131e-09,6.53866e-06,9.05932e-06
26.026,1.55431e-07,-6.15787e-06,-3.38006e-06,1.10837e-05,-1.33739e-06,1.17414e-08,-3.64033e-09,6.54369e-06,9.06646e-06
26.046,1.52916e-07,8.86121e-06,-3.3139e-06,1.10577e-05,-1.32936e-06,1.16702e-08,-3.61389e-09,6.5489e-06,9.0734e-06
