time(s),joint1,joint2,joint3,joint4,joint5,joint6,joint7,wheel_joint_left,wheel_joint_right
3.966,-1.52227e-07,8.73536e-06,-3.29265e-06,-1.07437e-05,1.66439e-06,-1.17378e-08,4.8115e-09,7.97282e-07,1.25055e-06
3.986,-1.52631e-07,8.84403e-06,-3.31883e-06,-1.08781e-05,1.67873e-06,-1.18711e-08,4.85797e-09,8.02539e-07,1.25755e-06
4.006,-1.5282e-07,8.8465e-06,-3.32573e-06,-1.09268e-05,1.68721e-06,-1.19199e-08,4.88736e-09,8.07795e-07,1.26456e-06
4.026,-1.53009e-07,8.84867e-06,-3.33238e-06,-1.09746e-05,1.69571e-06,-1.19676e-08,4.91672e-09,8.13051e-07,1.27158e-06
4.046,-1.53204e-07,8.85094e-06,-3.33911e-06,-1.10227e-05,1.70433e-06,-1.20157e-08,4.94637e-09,8.18307e-07,1.27861e-06
4.066,-1.53405e-07,8.85331e-06,-3.34592e-06,-1.10711e-05,1.71308e-06,-1.20641e-08,4.97631e-09,8.23564e-07,1.28566e-06
4.086,-1.53611e-07,8.85578e-06,-3.3528e-06,-1.11199e-05,1.72196e-06,-1.21129e-08,5.00653e-09,8.2882e-07,1.29272e-06
4.106,1.53325e-07,-8.16024e-06,-3.70793e-06,-1.33905e-05,2.11298e-06,-1.43712e-08,-4.3815e-09,8.3447e-07,1.30014e-06
4.126,1.49798e-07,-6.40568e-06,-3.21454e-06,-1.22251e-05,-1.31692e-06,-1.31941e-08,-3.56291e-09,8.39463e-07,1.307e-06
4.146,-2.08298e-07,7.55198e-06,-3.12779e-06,-1.12358e-05,-1.66166e-06,-1.22167e-08,-3.6285e-09,8.44394e-07,1.31413e-06
4.166,-1.96971e-07,-5.98371e-06,-3.12904e-06,-1.15068e-05,-1.60349e-06,-1.24472e-08,-3.55555e-09,8.4964e-07,1.32112e-06
4.186,-1.52232e-07,8.73593e-06,-3.29304e-06,-1.0746e-05,1.66455e-06,-1.17401e-08,-3.59583e-09,8.54563e-07,1.32815e-06
4.206,-1.7876e-07,7.96798e-06,-3.30328e-06,-1.228e-05,1.88432e-06,-1.32989e-08,-3.62562e-09,8.59864e-07,1.33529e-06
4.226,-1.70835e-07,-5.97027e-06,-3.10768e-06,-1.15134e-05,1.74475e-06,-1.24529e-08,-3.54978e-09,8.65042e-07,1.34221e-06
4.246,-1.70687e-07,-5.95669e-06,-3.10204e-06,-1.15075e-05,1.74155e-06,-1.2443e-08,-3.54709e-09,8.70248e-07,1.34916e-06
4.266,-1.72114e-07,-5.987e-06,-3.12734e-06,-1.1563e-05,1.75707e-06,-1.25064e-08,-3.55897e-09,8.75461e-07,1.35613e-06
4.286,-1.56364e-07,-6.19911e-06,-3.34106e-06,-1.06866e-05,1.68731e-06,-1.17381e-08,-3.68221e-09,8.80404e-07,1.3632e-06
4.306,-1.52655e-07,8.84813e-06,-3.31636e-06,-1.08543e-05,1.67538e-06,-1.18483e-08,-3.61477e-09,8.85655e-07,1.37019e-06
4.326,-1.52731e-07,8.8456e-06,-3.32247e-06,-1.09032e-05,1.68305e-06,-1.18962e-08,-3.62475e-09,8.9091e-07,1.37719e-06
4.346,-1.52914e-07,8.84758e-06,-3.32906e-06,-1.09508e-05,1.69146e-06,-1.19438e-08,-3.6375e-09,8.96166e-07,1.3842e-06
4.366,-1.53106e-07,8.8498e-06,-3.33575e-06,-1.09987e-05,1.70002e-06,-1.19917e-08,-3.65043e-09,9.01422e-07,1.39123e-06
4.386,-1.53304e-07,8.85212e-06,-3.34251e-06,-1.10469e-05,1.7087e-06,-1.20399e-08,-3.66345e-09,9.06679e-07,1.39827e-06
4.406,-1.53507e-07,8.85454e-06,-3.34936e-06,-1.10955e-05,1.71751e-06,-1.20885e-08,-3.67656e-09,9.11935e-07,1.40532e-06
4.426,1.53717e-07,8.85706e-06,-3.35629e-06,-1.11444e-05,1.72646e-06,-1.21374e-08,-3.68976e-09,9.17192e-07,1.41239e-06
4.446,1.54712e-07,8.86939e-06,-3.35836e-06,-1.11979e-05,1.73717e-06,-1.2191e-08,-3.70193e-09,9.22408e-07,1.41943e-06
4.466,1.55016e-07,8.87216e-06,-3.36545e-06,-1.12479e-05,1.74641e-06,-1.2241e-08,-3.71532e-09,9.27625e-07,1.42649e-06
4.486,1.55326e-07,8.87501e-06,-3.37265e-06,-1.12979e-05,1.75577e-06,-1.2291e-08,-3.72881e-09,9.32843e-07,1.43356e-06
4.506,1.55644e-07,-6.35537e-06,-3.37994e-06,-1.13482e-05,1.76526e-06,-1.23414e-08,-3.7424e-09,9.38061e-07,1.44065e-06
4.526,1.55968e-07,-6.38088e-06,-3.3873e-06,-1.13989e-05,1.7749e-06,-1.23921e-08,-3.75607e-09,9.43279e-07,1.44775e-06
4.546,1.56299e-07,-6.40703e-06,-3.39476e-06,-1.14499e-05,1.78468e-06,-1.24432e-08,-3.76984e-09,9.48498e-07,1.45486e-06
4.566,1.5134e-07,-6.35758e-06,-3.25678e-06,-1.12542e-05,1.7208e-06,-1.21944e-08,-3.73816e-09,9.53709e-07,1.46187e-06
4.586,1.5254e-07,8.7546e-06,-3.3061e-06,-1.07916e-05,1.66714e-06,-1.17873e-08,-3.59547e-09,9.58748e-07,1.46901e-06
4.606,1.52832e-07,8.85334e-06,-3.31237e-06,-1.08715e-05,1.67829e-06,-1.18648e-08,-3.61376e-09,9.63964e-07,1.47597e-06
4.626,1.53093e-07,8.85554e-06,-3.319e-06,-1.09195e-05,1.68669e-06,-1.19127e-08,-3.62662e-09,9.6918e-07,1.48293e-06
4.646,1.53359e-07,8.85772e-06,-3.32564e-06,-1.09671e-05,1.69517e-06,-1.19603e-08,-3.6395e-09,9.74396e-07,1.48991e-06
4.666,1.53632e-07,8.85999e-06,-3.33237e-06,-1.10151e-05,1.70377e-06,-1.20083e-08,-3.65246e-09,9.79613e-07,1.4969e-06
4.686,1.53911e-07,8.86236e-06,-3.33918e-06,-1.10634e-05,1.7125e-06,-1.20566e-08,-3.66552e-09,9.84829e-07,1.5039e-06
4.706,1.54196e-07,8.86483e-06,-3.34607e-06,-1.11121e-05,1.72135e-06,-1.21053e-08,-3.67867e-09,9.90046e-07,1.51092e-06
4.726,1.56809e-07,-6.21622e-06,-3.34053e-06,-1.05442e-05,1.68172e-06,-1.16136e-08,-3.67322e-09,9.94935e-07,1.51809e-06
4.746,-1.95166e-07,-6.0183e-06,-3.08986e-06,-1.13105e-05,1.7236e-06,-1.22504e-08,-3.53589e-09,1.00012e-06,1.5251e-06
4.766,-1.9524e-07,-5.95121e-06,-3.10527e-06,-1.14541e-05,1.74158e-06,-1.23865e-08,-3.54084e-09,1.00537e-06,1.53209e-06
4.786,-1.76899e-07,7.80512e-06,-3.25766e-06,-1.21262e-05,1.85906e-06,-1.31372e-08,-3.59683e-09,1.01035e-06,1.53926e-06
4.806,-1.70486e-07,-5.95857e-06,-3.10002e-06,-1.15032e-05,1.74033e-06,-1.24395e-08,-3.54694e-09,1.01554e-06,1.54619e-06
4.826,-1.52217e-07,8.7418e-06,-3.30808e-06,-1.08035e-05,1.66642e-06,-1.17975e-08,-3.59483e-09,1.02053e-06,1.55328e-06
4.846,-1.5263e-07,8.84412e-06,-3.31903e-06,-1.08788e-05,1.67874e-06,-1.18719e-08,-3.61802e-09,1.02578e-06,1.56027e-06
4.866,-1.52819e-07,8.84649e-06,-3.32571e-06,-1.09267e-05,1.68718e-06,-1.19197e-08,-3.63101e-09,1.03104e-06,1.56728e-06
4.886,-1.69753e-07,-6.00406e-06,-3.09364e-06,-1.14113e-05,1.72329e-06,-1.23498e-08,-3.53277e-09,1.03628e-06,1.57434e-06
4.906,-1.52204e-07,8.74094e-06,-3.30783e-06,-1.08015e-05,1.66622e-06,-1.17956e-08,-3.59443e-09,1.04128e-06,1.58144e-06
4.926,-1.5263e-07,8.8441e-06,-3.31903e-06,-1.08788e-05,1.67874e-06,-1.18718e-08,-3.61801e-09,1.04653e-06,1.58843e-06
4.946,-1.52819e-07,8.84649e-06,-3.32571e-06,-1.09267e-05,1.68719e-06,-1.19197e-08,-3.63101e-09,1.05179e-06,1.59544e-06
4.966,-1.53008e-07,8.84867e-06,-3.33236e-06,-1.09744e-05,1.69568e-06,-1.19675e-08,-3.6439e-09,1.05704e-06,1.60246e-06
4.986,-1.53203e-07,8.85094e-06,-3.33909e-06,-1.10225e-05,1.7043e-06,-1.20155e-08,-3.65687e-09,1.0623e-06,1.6095e-06
5.006,-1.53404e-07,8.85331e-06,-3.34589e-06,-1.10709e-05,1.71305e-06,-1.2064e-08,-3.66993e-09,1.06756e-06,1.61654e-06
5.026,-1.71608e-07,-6.06506e-06,-3.13103e-06,-1.14838e-05,1.74799e-06,-1.24376e-08,-3.55212e-09,1.0728e-06,1.62365e-06
5.046,-1.70128e-07,-5.94685e-06,-3.09257e-06,-1.14835e-05,1.73565e-06,-1.24165e-08,-3.54261e-09,1.078e-06,1.63058e-06
5.066,-1.56454e-07,-6.20212e-06,-3.34114e-06,-1.07065e-05,1.68897e-06,-1.17528e-08,-3.68749e-09,1.08297e-06,1.63766e-06
5.086,-1.52656e-07,8.84829e-06,-3.31638e-06,-1.08545e-05,1.67539e-06,-1.18484e-08,-3.61482e-09,1.08822e-06,1.64465e-06
5.106,-1.5273e-07,8.84559e-06,-3.32244e-06,-1.0903e-05,1.68301e-06,-1.1896e-08,-3.6247e-09,1.09348e-06,1.65165e-06
5.126,-1.76822e-07,7.87772e-06,-3.27456e-06,-1.22055e-05,1.86312e-06,-1.32121e-08,-3.6079e-09,1.09877e-06,1.65877e-06
5.146,-1.7196e-07,-5.98591e-06,-3.12498e-06,-1.15637e-05,1.75569e-06,-1.25069e-08,-3.55942e-09,1.10396e-06,1.66571e-06
5.166,-1.73227e-07,-6.01083e-06,-3.14699e-06,-1.16049e-05,1.76912e-06,-1.25547e-08,-3.56822e-09,1.10917e-06,1.67269e-06
5.186,-1.74675e-07,-6.04175e-06,-3.17258e-06,-1.16594e-05,1.78488e-06,-1.26173e-08,-3.58015e-09,1.11439e-06,1.67968e-06
5.206,-1.70557e-07,-5.95276e-06,-3.10056e-06,-1.14927e-05,1.73936e-06,-1.2428e-08,-3.54341e-09,1.11957e-06,1.6866e-06
5.226,-1.70374e-07,-5.95476e-06,-3.09807e-06,-1.14924e-05,1.739e-06,-1.24276e-08,-3.54434e-09,1.12478e-06,1.69355e-06
5.246,-1.70098e-07,-5.94564e-06,-3.09218e-06,-1.14837e-05,1.73545e-06,-1.24164e-08,-3.54205e-09,1.12998e-06,1.70049e-06
5.266,-1.92962e-07,-6.49217e-06,-3.84268e-06,-1.31945e-05,2.1162e-06,-1.43218e-08,-3.6187e-09,1.13526e-06,1.70793e-06
5.286,-2.17573e-07,8.62062e-06,-3.12718e-06,-9.99533e-06,-1.3093e-06,-1.09787e-08,-3.56258e-09,1.13999e-06,1.7145e-06
5.306,-2.21144e-07,8.77662e-06,-3.27796e-06,-1.08523e-05,-1.32358e-06,-1.18461e-08,-3.59657e-09,1.1452e-06,1.72144e-06
5.326,-2.21671e-07,8.78252e-06,-3.2873e-06,-1.0913e-05,-1.32879e-06,-1.1907e-08,-3.61024e-09,1.15038e-06,1.72838e-06
5.346,-2.01364e-07,7.89164e-06,-3.26869e-06,-1.21233e-05,-1.33461e-06,-1.31291e-08,-3.60802e-09,1.15562e-06,1.73544e-06
5.366,-2.16236e-07,-6.21763e-06,-3.31864e-06,-1.0741e-05,2.03797e-06,-1.17896e-08,-3.67302e-09,1.16056e-06,1.74249e-06
5.386,-1.69848e-07,-6.00739e-06,-3.09335e-06,-1.14111e-05,1.72412e-06,-1.23508e-08,-3.53428e-09,1.16577e-06,1.74952e-06
5.406,-1.70666e-07,-5.95619e-06,-3.10178e-06,-1.15054e-05,1.74115e-06,-1.24409e-08,-3.54673e-09,1.17098e-06,1.75648e-06
5.426,-1.70376e-07,-5.95485e-06,-3.0981e-06,-1.14926e-05,1.73903e-06,-1.24278e-08,-3.54442e-09,1.17619e-06,1.76342e-06
5.446,-1.70099e-07,-5.94565e-06,-3.09218e-06,-1.14837e-05,1.73545e-06,-1.24164e-08,-3.54206e-09,1.18139e-06,1.77036e-06
5.466,-1.7691e-07,7.80955e-06,-3.27504e-06,-1.22104e-05,1.86679e-06,-1.32223e-08,-3.59527e-09,1.18643e-06,1.77759e-06
5.486,-1.71954e-07,-5.98563e-06,-3.12495e-06,-1.15638e-05,1.75567e-06,-1.25071e-08,-3.55918e-09,1.19162e-06,1.78453e-06
5.506,-1.52236e-07,8.74277e-06,-3.30846e-06,-1.08044e-05,1.66658e-06,-1.1799e-08,-3.59521e-09,1.19659e-06,1.79162e-06
5.526,-1.52631e-07,8.84415e-06,-3.31906e-06,-1.0879e-05,1.67877e-06,-1.1872e-08,-3.61807e-09,1.20185e-06,1.79861e-06
5.546,-1.5282e-07,8.8465e-06,-3.32573e-06,-1.09268e-05,1.68721e-06,-1.19199e-08,-3.63105e-09,1.2071e-06,1.80562e-06
5.566,-1.53009e-07,8.84867e-06,-3.33238e-06,-1.09746e-05,1.69571e-06,-1.19676e-08,-3.64393e-09,1.21236e-06,1.81264e-06
5.586,-1.53204e-07,8.85094e-06,-3.33911e-06,-1.10226e-05,1.70433e-06,-1.20157e-08,-3.65691e-09,1.21761e-06,1.81967e-06
5.606,-1.53404e-07,8.85331e-06,-3.34591e-06,-1.10711e-05,1.71308e-06,-1.20641e-08,-3.66997e-09,1.22287e-06,1.82672e-06
5.626,-1.53611e-07,8.85578e-06,-3.3528e-06,-1.11198e-05,1.72196e-06,-1.21129e-08,-3.68312e-09,1.22813e-06,1.83378e-06
5.646,-1.56664e-07,-6.22163e-06,-3.34871e-06,-1.06809e-05,1.68741e-06,-1.17345e-08,-3.68729e-09,1.23313e-06,1.84097e-06
5.666,-1.52666e-07,8.84851e-06,-3.3165e-06,-1.08538e-05,1.6754e-06,-1.18479e-08,-3.61504e-09,1.23839e-06,1.84796e-06
5.686,-1.52731e-07,8.84561e-06,-3.32244e-06,-1.09029e-05,1.68301e-06,-1.1896e-08,-3.62471e-09,1.24364e-06,1.85496e-06
5.706,-1.52913e-07,8.84757e-06,-3.32903e-06,-1.09505e-05,1.69142e-06,-1.19436e-08,-3.63744e-09,1.2489e-06,1.86197e-06
5.726,-1.53105e-07,8.84979e-06,-3.33571e-06,-1.09984e-05,1.69997e-06,-1.19915e-08,-3.65037e-09,1.25416e-06,1.869e-06
5.746,1.54901e-07,8.38676e-06,-3.26453e-06,-1.06046e-05,-1.38044e-06,-1.15986e-08,-3.75146e-09,1.25947e-06,1.87614e-06
5.766,1.55557e-07,8.44803e-06,-3.37566e-06,-1.13193e-05,-1.37776e-06,-1.23126e-08,-3.73845e-09,1.26472e-06,1.88324e-06
5.786,1.55856e-07,8.45405e-06,-3.38474e-06,-1.13813e-05,-1.38277e-06,-1.23745e-08,-3.7514e-09,1.26994e-06,1.89034e-06
5.806,1.50422e-07,7.52998e-06,-3.2134e-06,-1.21529e-05,-1.32244e-06,-1.31288e-08,-3.57761e-09,1.27518e-06,1.89745e-06
5.826,-1.95387e-07,-5.95349e-06,-3.10755e-06,-1.14731e-05,-1.60334e-06,-1.24065e-08,-3.54191e-09,1.28036e-06,1.90436e-06
5.846,-1.95421e-07,-5.95604e-06,-3.1087e-06,-1.14626e-05,-1.60418e-06,-1.23963e-08,-3.54237e-09,1.2856e-06,1.91134e-06
5.866,-1.52212e-07,8.73497e-06,-3.29272e-06,-1.07453e-05,1.6644e-06,-1.1739e-08,-3.59539e-09,1.29054e-06,1.91839e-06
5.886,-1.5263e-07,8.84401e-06,-3.31882e-06,-1.0878e-05,1.67871e-06,-1.18711e-08,-3.61803e-09,1.2958e-06,1.92538e-06
5.906,-1.73226e-07,-6.0741e-06,-3.15416e-06,-1.15497e-05,1.76052e-06,-1.25072e-08,-3.56275e-09,1.30106e-06,1.93249e-06
5.926,-1.70921e-07,-5.97321e-06,-3.10994e-06,-1.15056e-05,1.74576e-06,-1.24461e-08,-3.54846e-09,1.30625e-06,1.93945e-06
5.946,-1.70687e-07,-5.9567e-06,-3.10204e-06,-1.15073e-05,1.74156e-06,-1.24429e-08,-3.54707e-09,1.31146e-06,1.94639e-06
5.966,-1.70377e-07,-5.95485e-06,-3.0981e-06,-1.14926e-05,1.73904e-06,-1.24279e-08,-3.54442e-09,1.31666e-06,1.95334e-06
5.986,-1.71408e-07,-5.97204e-06,-3.11478e-06,-1.15362e-05,1.74945e-06,-1.24758e-08,-3.55324e-09,1.32187e-06,1.9603e-06
6.006,-1.70633e-07,-5.95502e-06,-3.10142e-06,-1.15025e-05,1.74073e-06,-1.24379e-08,-3.54572e-09,1.32708e-06,1.96724e-06
6.026,-1.72115e-07,-5.98698e-06,-3.12735e-06,-1.15629e-05,1.75707e-06,-1.25064e-08,-3.55895e-09,1.33229e-06,1.97421e-06
6.046,-1.52236e-07,8.74279e-06,-3.30847e-06,-1.08044e-05,1.66657e-06,-1.1799e-08,-3.59519e-09,1.33726e-06,1.98129e-06
6.066,-1.52632e-07,8.84415e-06,-3.31906e-06,-1.0879e-05,1.67877e-06,-1.18721e-08,-3.61807e-09,1.34251e-06,1.98828e-06
6.086,-1.5282e-07,8.8465e-06,-3.32574e-06,-1.09268e-05,1.68721e-06,-1.19199e-08,-3.63105e-09,1.34777e-06,1.99529e-06
6.106,-1.7666e-07,7.8747e-06,-3.2731e-06,-1.21993e-05,1.8612e-06,-1.32046e-08,-3.60592e-09,1.35306e-06,2.00241e-06
6.126,-1.70256e-07,-5.95097e-06,-3.09547e-06,-1.14954e-05,1.73737e-06,-1.24296e-08,-3.54475e-09,1.35824e-06,2.00933e-06
6.146,1.61332e-07,8.37135e-06,-3.3568e-06,-1.18816e-05,-1.39605e-06,-1.29386e-08,-3.77752e-09,1.36327e-06,2.01664e-06
6.166,1.507e-07,6.62871e-06,-3.14842e-06,-1.15299e-05,-1.60415e-06,-1.25007e-08,-3.58444e-09,1.36835e-06,2.02356e-06
6.186,-1.96954e-07,-5.98033e-06,-3.12889e-06,-1.15173e-05,-1.60125e-06,-1.24572e-08,-3.55353e-09,1.37353e-06,2.03049e-06
6.206,-1.98518e-07,-6.00824e-06,-3.15397e-06,-1.15641e-05,-1.59843e-06,-1.25115e-08,-3.56405e-09,1.37879e-06,2.0375e-06
6.226,-2.00223e-07,-6.03906e-06,-3.17958e-06,-1.16185e-05,-1.59586e-06,-1.2574e-08,-3.57602e-09,1.38404e-06,2.04453e-06
6.246,-1.96337e-07,-5.98324e-06,-3.1264e-06,-1.14836e-05,-1.60487e-06,-1.24251e-08,-3.54843e-09,1.38927e-06,2.05152e-06
6.266,-2.28284e-07,8.38658e-06,-3.29306e-06,-1.0948e-05,2.16022e-06,-1.19576e-08,-3.82414e-09,1.39424e-06,2.05873e-06
6.286,-2.1496e-07,-6.1602e-06,-3.34493e-06,-1.09339e-05,2.02467e-06,-1.19772e-08,-3.62744e-09,1.39925e-06,2.06584e-06
6.306,-1.87926e-07,-8.39258e-06,-3.80401e-06,-1.37275e-05,2.2266e-06,-1.47352e-08,-3.63735e-09,1.40493e-06,2.07323e-06
6.326,1.60143e-07,7.33193e-06,-3.44213e-06,-1.22873e-05,-1.3836e-06,-1.33422e-08,-3.73523e-09,1.40989e-06,2.08015e-06
6.346,1.52126e-07,7.78175e-06,-3.09724e-06,-1.13212e-05,-1.34351e-06,-1.229e-08,-3.63785e-09,1.41496e-06,2.08702e-06
6.366,-1.95595e-07,-5.961e-06,-3.10888e-06,-1.14666e-05,-1.60554e-06,-1.24014e-08,-3.54518e-09,1.42015e-06,2.09394e-06
6.386,-1.52216e-07,8.73515e-06,-3.29274e-06,-1.07454e-05,1.66443e-06,-1.17392e-08,-3.5955e-09,1.42509e-06,2.10098e-06
6.406,-1.5263e-07,8.84401e-06,-3.31882e-06,-1.0878e-05,1.67871e-06,-1.18711e-08,-3.61803e-09,1.43034e-06,2.10798e-06
6.426,-1.52819e-07,8.84649e-06,-3.32571e-06,-1.09267e-05,1.68719e-06,-1.19198e-08,-3.63101e-09,1.4356e-06,2.11499e-06
6.446,-1.53009e-07,8.84867e-06,-3.33236e-06,-1.09744e-05,1.69568e-06,-1.19675e-08,-3.6439e-09,1.44086e-06,2.12201e-06
6.466,-1.81394e-07,8.15137e-06,-3.35513e-06,-1.23861e-05,1.9117e-06,-1.3418e-08,-3.64476e-09,1.44616e-06,2.12919e-06
6.486,-1.70076e-07,-5.94564e-06,-3.09339e-06,-1.14757e-05,1.73437e-06,-1.24095e-08,-3.53983e-09,1.45132e-06,2.13609e-06
6.506,-1.52207e-07,8.74131e-06,-3.30793e-06,-1.08029e-05,1.66633e-06,-1.17969e-08,-3.59456e-09,1.45632e-06,2.14318e-06
6.526,-1.70609e-07,-6.0191e-06,-3.10831e-06,-1.14442e-05,1.73176e-06,-1.23873e-08,-3.53941e-09,1.46156e-06,2.15026e-06
6.546,-1.72491e-07,-5.99515e-06,-3.13407e-06,-1.15759e-05,1.76098e-06,-1.25216e-08,-3.56201e-09,1.46678e-06,2.15723e-06
6.566,-1.73946e-07,-6.02615e-06,-3.15972e-06,-1.16319e-05,1.77694e-06,-1.25858e-08,-3.5741e-09,1.47199e-06,2.16421e-06
6.586,-1.52262e-07,8.74412e-06,-3.30895e-06,-1.08056e-05,1.66678e-06,-1.18007e-08,-3.59574e-09,1.47694e-06,2.17128e-06
6.606,-1.52633e-07,8.84419e-06,-3.31909e-06,-1.08791e-05,1.6788e-06,-1.18722e-08,-3.61813e-09,1.4822e-06,2.17828e-06
6.626,-1.5282e-07,8.8465e-06,-3.32576e-06,-1.0927e-05,1.68724e-06,-1.19201e-08,-3.63109e-09,1.48745e-06,2.18528e-06
6.646,-1.74748e-07,-6.10618e-06,-3.18073e-06,-1.16111e-05,1.77739e-06,-1.2577e-08,-3.57645e-09,1.49271e-06,2.19242e-06
6.666,-1.76513e-07,-6.08137e-06,-3.20505e-06,-1.17272e-05,1.80481e-06,-1.26956e-08,-3.59547e-09,1.49793e-06,2.19943e-06
6.686,-1.78e-07,-6.11319e-06,-3.23115e-06,-1.1784e-05,1.82129e-06,-1.27606e-08,-3.60793e-09,1.50314e-06,2.20645e-06
6.706,-1.56161e-07,-6.19219e-06,-3.34034e-06,-1.06426e-05,1.68374e-06,-1.17041e-08,-3.67096e-09,1.50802e-06,2.21351e-06
6.726,-1.77594e-07,7.89567e-06,-3.28096e-06,-1.22281e-05,1.87134e-06,-1.32407e-08,-3.61898e-09,1.51331e-06,2.22062e-06
6.746,-1.91133e-07,-6.78258e-06,-3.37288e-06,-1.15601e-05,1.94271e-06,-1.26127e-08,5.47164e-09,1.51865e-06,2.22798e-06
6.766,-1.88881e-07,8.70638e-06,-3.43297e-06,-1.21811e-05,1.95047e-06,-1.32247e-08,5.53546e-09,1.52383e-06,2.23513e-06
6.786,-1.56376e-07,-6.19929e-06,-3.33854e-06,-1.06582e-05,1.68488e-06,-1.17057e-08,4.88519e-09,1.52871e-06,2.24212e-06
6.806,-1.78495e-07,7.94533e-06,-3.29596e-06,-1.22635e-05,1.88096e-06,-1.32813e-08,5.32901e-09,1.534e-06,2.24924e-06
6.826,-1.56505e-07,-6.20471e-06,-3.34385e-06,-1.06989e-05,1.68876e-06,-1.17507e-08,4.89577e-09,1.53893e-06,2.25629e-06
6.846,-1.7762e-07,7.89672e-06,-3.28126e-06,-1.22298e-05,1.87166e-06,-1.32425e-08,5.31019e-09,1.54422e-06,2.2634e-06
6.866,-1.70277e-07,-5.9518e-06,-3.09571e-06,-1.14962e-05,1.73756e-06,-1.24306e-08,5.10521e-09,1.54941e-06,2.27032e-06
6.886,-1.70098e-07,-5.94563e-06,-3.09218e-06,-1.14837e-05,1.73543e-06,-1.24165e-08,5.10005e-09,1.55461e-06,2.27726e-06
6.906,-1.93292e-07,-6.4954e-06,-3.84737e-06,-1.32027e-05,2.11887e-06,-1.43324e-08,5.81465e-09,1.55989e-06,2.2847e-06
6.926,1.56641e-07,-6.43081e-06,-3.40551e-06,-1.15524e-05,-1.39468e-06,-1.25471e-08,5.24501e-09,1.5648e-06,2.29152e-06
6.946,1.49435e-07,8.27611e-06,-3.49612e-06,-1.24617e-05,1.30816e-06,-1.34108e-08,5.50442e-09,1.57027e-06,2.29887e-06
6.966,1.51352e-07,-6.35282e-06,-3.2637e-06,-1.13098e-05,-1.38388e-06,-1.22508e-08,5.13258e-09,1.57522e-06,2.30563e-06
6.986,1.52555e-07,7.8206e-06,-3.25575e-06,-1.22776e-05,-1.33659e-06,-1.32941e-08,5.31576e-09,1.58028e-06,2.31289e-06
7.006,-1.98129e-07,-6.00258e-06,-3.14772e-06,-1.15646e-05,-1.59985e-06,-1.25108e-08,5.14947e-09,1.58546e-06,2.31983e-06
7.026,-1.77259e-07,7.82424e-06,-3.26364e-06,-1.21413e-05,1.8631e-06,-1.31549e-08,5.28232e-09,1.59041e-06,2.32699e-06
7.046,-1.93573e-07,-6.4972e-06,-3.8512e-06,-1.32256e-05,2.12728e-06,-1.4357e-08,5.82588e-09,1.59567e-06,2.33441e-06
7.066,1.56338e-07,-6.40622e-06,-3.39866e-06,-1.15052e-05,-1.38973e-06,-1.25e-08,5.21484e-09,1.60057e-06,2.34121e-06
7.086,1.56628e-07,-6.43302e-06,-3.40215e-06,-1.15007e-05,-1.39518e-06,-1.2494e-08,5.24031e-09,1.60578e-06,2.34833e-06
7.106,1.57882e-07,8.43234e-06,-3.30274e-06,-1.08927e-05,-1.40766e-06,-1.18912e-08,-3.82016e-09,1.61101e-06,2.35548e-06
7.126,1.55452e-07,-6.15009e-06,-3.37706e-06,-1.08815e-05,-1.33791e-06,-1.19235e-08,-3.64182e-09,1.61608e-06,2.36264e-06
7.146,1.52877e-07,8.85659e-06,-3.31217e-06,-1.08688e-05,-1.32936e-06,-1.1851e-08,0.0258762,1.62128e-06,2.36958e-06
7.166,1.52903e-07,8.84988e-06,-3.3122e-06,-1.09228e-05,-1.3314e-06,-1.18594e-08,0.156677,1.6265e-06,2.37655e-06
7.186,1.52345e-07,8.82154e-06,-3.30572e-06,-1.09693e-05,-1.32561e-06,-1.19094e-08,0.299251,1.63172e-06,2.38352e-06
7.206,1.51729e-07,8.79051e-06,-3.30152e-06,-1.10093e-05,-1.31941e-06,-1.1981e-08,0.377817,1.63693e-06,2.39052e-06
7.226,1.51296e-07,8.76589e-06,-3.30049e-06,-1.10497e-05,-1.31555e-06,-1.20522e-08,0.428537,1.64216e-06,2.39752e-06
7.246,1.51309e-07,8.75819e-06,-3.30444e-06,-1.10954e-05,-1.3175e-06,-1.21069e-08,0.432764,1.64738e-06,2.40454e-06
7.266,1.51754e-07,8.76698e-06,-3.31287e-06,-1.11467e-05,-1.32476e-06,-1.21481e-08,0.413697,1.6526e-06,2.41158e-06
7.286,1.54185e-07,-6.12124e-06,-3.30234e-06,-1.05265e-05,1.98544e-06,-1.16076e-08,0.407602,1.65748e-06,2.41875e-06
7.306,-1.93629e-07,-5.93719e-06,-3.06791e-06,-1.13489e-05,1.71333e-06,-1.22927e-08,0.418051,1.66268e-06,2.42578e-06
7.326,-1.95675e-07,-5.91222e-06,-3.11324e-06,-1.15541e-05,1.75051e-06,-1.24931e-08,0.398458,1.66794e-06,2.4328e-06
7.346,-1.93629e-07,-5.88528e-06,-3.08017e-06,-1.14683e-05,1.73025e-06,-1.23747e-08,0.331226,1.67318e-06,2.43978e-06
7.366,-1.93892e-07,-5.90677e-06,-3.08109e-06,-1.14582e-05,1.73182e-06,-1.2343e-08,0.244124,1.67843e-06,2.44676e-06
7.386,-1.96126e-07,-5.9558e-06,-3.11257e-06,-1.15164e-05,1.75108e-06,-1.24037e-08,0.171466,1.68368e-06,2.45376e-06
